"","code","name","pubpriv","enrollment","allvaccs","conditional","medical","religious","dptMiss","polMiss","mmrMiss","hepMiss","varMiss"
"4764",125518,"VISTA DEL MAR","PUBLIC",139,92.8057553956834,5.03597122302158,0.719424460431655,1.43884892086331,6.47482014388489,4.31654676258993,3.59712230215827,3.59712230215827,3.59712230215827
"4439",6039804,"JUAREZ ELEMENTARY","PUBLIC",54,83.3333333333333,16.6666666666667,0,0,9.25925925925926,3.7037037037037,11.1111111111111,3.7037037037037,3.7037037037037
"4009",127282,"CONNECT COMMUNITY CHARTER","PUBLIC",26,46.1538461538462,42.3076923076923,0,11.5384615384615,42.3076923076923,46.1538461538462,46.1538461538462,30.7692307692308,19.2307692307692
"3602",6036214,"DEL NORTE ELEMENTARY","PUBLIC",127,92.1259842519685,7.8740157480315,0,0,6.2992125984252,6.2992125984252,7.8740157480315,4.7244094488189,4.7244094488189
"1672",6000764,"O. N. HIRSCH ELEMENTARY","PUBLIC",89,96.6292134831461,2.24719101123596,0,1.12359550561798,3.37078651685393,3.37078651685393,2.24719101123596,1.12359550561798,1.12359550561798
"233",6011027,"FREMONT ELEMENTARY","PUBLIC",54,90.7407407407407,9.25925925925926,0,0,1.85185185185185,3.7037037037037,3.7037037037037,0,0
"3171",6020473,"PLYMOUTH ELEMENTARY","PUBLIC",107,86.9158878504673,11.214953271028,0,1.86915887850467,11.214953271028,13.0841121495327,13.0841121495327,7.47663551401869,9.34579439252336
"5354",114074,"FARMDALE ELEMENTARY","PUBLIC",159,93.7106918238994,6.28930817610063,0,0,5.66037735849057,5.66037735849057,6.28930817610063,0.628930817610063,0
"2958",6116156,"WESTSIDE UNION ELEMENTARY","PUBLIC",116,96.551724137931,1.72413793103448,0,1.72413793103448,2.58620689655172,1.72413793103448,1.72413793103448,2.58620689655172,1.72413793103448
"4540",6041206,"PARKER (JEAN) ELEMENTARY","PUBLIC",41,85.3658536585366,14.6341463414634,0,0,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195,12.1951219512195
"3149",6052690,"FRANKLIN ELEMENTARY","PUBLIC",135,97.7777777777778,2.22222222222222,0,0,0,0,2.22222222222222,0,0
"2916",6061451,"FOSHAY LEARNING CENTER","PUBLIC",24,87.5,12.5,0,0,8.33333333333333,8.33333333333333,4.16666666666667,0,0
"2103",6106272,"DAISY GIBSON ELEMENTARY","PUBLIC",54,94.4444444444444,3.7037037037037,0,1.85185185185185,5.55555555555556,3.7037037037037,5.55555555555556,1.85185185185185,1.85185185185185
"241",6011100,"REPETTO ELEMENTARY","PUBLIC",78,85.8974358974359,14.1025641025641,0,0,5.12820512820513,1.28205128205128,5.12820512820513,2.56410256410256,0
"4111",6119242,"RIO DEL NORTE","PUBLIC",96,82.2916666666667,16.6666666666667,1.04166666666667,0,16.6666666666667,10.4166666666667,14.5833333333333,2.08333333333333,2.08333333333333
"3799",6021505,"ALTADENA ELEMENTARY","PUBLIC",35,68.5714285714286,31.4285714285714,0,0,31.4285714285714,31.4285714285714,31.4285714285714,0,0
"895",6116578,"PACIFIC RIM ELEMENTARY","PUBLIC",126,85.7142857142857,0.793650793650794,0,13.4920634920635,14.2857142857143,14.2857142857143,14.2857142857143,13.4920634920635,13.4920634920635
"2240",6038657,"SAN ALTOS ELEMENTARY","PUBLIC",103,90.2912621359223,5.8252427184466,0,3.88349514563107,7.76699029126214,5.8252427184466,7.76699029126214,4.85436893203883,4.85436893203883
"4148",6099188,"WOODCREST ELEMENTARY","PUBLIC",93,88.1720430107527,11.8279569892473,0,0,5.37634408602151,4.3010752688172,7.52688172043011,3.2258064516129,0
"4143",6032726,"MONROE ELEMENTARY","PUBLIC",105,92.3809523809524,7.61904761904762,0,0,6.66666666666667,6.66666666666667,7.61904761904762,1.9047619047619,0
"2353",6015325,"GARFIELD ELEMENTARY","PUBLIC",153,95.4248366013072,3.92156862745098,0,0.65359477124183,1.30718954248366,3.26797385620915,3.92156862745098,0.65359477124183,0.65359477124183
"2239",6038632,"MT. VERNON ELEMENTARY","PUBLIC",66,95.4545454545455,1.51515151515152,3.03030303030303,0,4.54545454545455,3.03030303030303,3.03030303030303,3.03030303030303,3.03030303030303
"2361",6015424,"LAFAYETTE ELEMENTARY","PUBLIC",176,81.8181818181818,18.1818181818182,0,0,5.68181818181818,5.68181818181818,6.81818181818182,0,0
"5891",6926505,"CREATIVE DAY ACADEMY","PRIVATE",12,58.3333333333333,41.6666666666667,0,0,41.6666666666667,33.3333333333333,33.3333333333333,25,16.6666666666667
"4866",6066385,"HELEN M. LEHMAN ELEMENTARY","PUBLIC",105,98.0952380952381,1.9047619047619,0,0,0.952380952380952,0,1.9047619047619,0,0
"6973",7103674,"ADVENTURE CHRISTIAN","PRIVATE",84,77.3809523809524,2.38095238095238,0,20.2380952380952,22.6190476190476,20.2380952380952,21.4285714285714,20.2380952380952,20.2380952380952
"2142",6014633,"LA CANADA ELEMENTARY","PUBLIC",111,94.5945945945946,0.900900900900901,0,4.5045045045045,4.5045045045045,5.40540540540541,4.5045045045045,5.40540540540541,4.5045045045045
"1564",6109136,"B. GALE WILSON ELEMENTARY","PUBLIC",59,100,0,0,0,0,0,0,0,0
"1039",6037972,"PALOMAR ELEMENTARY","PUBLIC",58,94.8275862068966,0,0,5.17241379310345,5.17241379310345,5.17241379310345,5.17241379310345,5.17241379310345,5.17241379310345
"6225",6965578,"BRANDEIS HILLEL DAY SCHOOL","PRIVATE",41,70.7317073170732,24.390243902439,0,4.8780487804878,9.75609756097561,12.1951219512195,12.1951219512195,17.0731707317073,12.1951219512195
"733",6053235,"BRITTAN ELEMENTARY","PUBLIC",66,75.7575757575758,24.2424242424242,0,0,18.1818181818182,15.1515151515152,19.6969696969697,1.51515151515152,3.03030303030303
"452",113712,"ORANGE GROVE ELEMENTARY","PUBLIC",141,99.290780141844,0.709219858156028,0,0,0,0,0,0.709219858156028,0
"4786",6030209,"ADAMS ELEMENTARY","PUBLIC",83,96.3855421686747,3.6144578313253,0,0,1.20481927710843,2.40963855421687,3.6144578313253,1.20481927710843,0
"860",6027643,"SAN JUAN ELEMENTARY","PUBLIC",148,79.0540540540541,11.4864864864865,0,9.45945945945946,14.1891891891892,16.8918918918919,12.8378378378378,11.4864864864865,9.45945945945946
"63",6107346,"SANDIA ELEMENTARY","PUBLIC",114,92.1052631578947,1.75438596491228,0.87719298245614,5.26315789473684,7.01754385964912,7.89473684210526,7.01754385964912,6.14035087719298,6.14035087719298
"5474",6089437,"COLLEGE PARK ELEMENTARY","PUBLIC",88,88.6363636363636,6.81818181818182,0,4.54545454545455,7.95454545454545,6.81818181818182,6.81818181818182,7.95454545454545,5.68181818181818
