"","name","pubpriv","reported"
"3427","WEST PARK ELEMENTARY","PUBLIC","Y"
"3428","NAPA VALLEY LANGUAGE ACADEMY","PUBLIC","Y"
"3429","YOUNTVILLE ELEMENTARY","PUBLIC","Y"
"3430","INTEGRITY CHARTER","PUBLIC","Y"
"3431","CENTRAL ELEMENTARY","PUBLIC","Y"
"3432","EL TOYON ELEMENTARY","PUBLIC","Y"
"3433","JOHN A. OTIS ELEMENTARY","PUBLIC","Y"
"3434","IRA HARBISON","PUBLIC","Y"
"3435","KIMBALL","PUBLIC","Y"
"3436","LAS PALMAS","PUBLIC","Y"
"3437","LINCOLN ACRES","PUBLIC","Y"
"3438","OLIVEWOOD","PUBLIC","Y"
"3439","PALMER WAY","PUBLIC","Y"
"3440","RANCHO DE LA NACION","PUBLIC","Y"
"3441","VISTA COLORADO ELEMENTARY","PUBLIC","Y"
"3442","DEER CREEK ELEMENTARY","PUBLIC","Y"
"3443","DECOTO SCHOOL FOR INDEPENDENT STUDY","PUBLIC","N"
"3444","ALVARADO ELEMENTARY","PUBLIC","Y"
"3445","HILLVIEW CREST ELEMENTARY","PUBLIC","Y"
"3446","SEARLES ELEMENTARY","PUBLIC","Y"
"3447","PIONEER ELEMENTARY","PUBLIC","Y"
"3448","TOM KITAYAMA ELEMENTARY","PUBLIC","Y"
"3449","GUY JR. EMANUELE ELEMENTARY","PUBLIC","Y"
"3450","DELAINE EASTIN ELEMENTARY","PUBLIC","Y"
"3451","NEW HOPE ELEMENTARY","PUBLIC","Y"
"3452","GREAT VALLEY ACADEMY - MANTECA","PUBLIC","Y"
"3453","CALIFORNIA VIRTUAL ACADEMY @ SAN JOAQUIN","PUBLIC","Y"
"3454","NEW JERUSALEM ELEMENTARY","PUBLIC","Y"
"3455","CROSSROADS HIGH (ALTERNATIVE)","PUBLIC","N"
"3456","AUGUST SCHILLING ELEMENTARY","PUBLIC","Y"
"3457","E. L. MUSICK ELEMENTARY","PUBLIC","Y"
"3458","H. A. SNOW ELEMENTARY","PUBLIC","Y"
"3459","JAMES A. GRAHAM ELEMENTARY","PUBLIC","Y"
"3460","JAMES L. BUNKER ELEMENTARY","PUBLIC","Y"
"3461","JOHN F. KENNEDY ELEMENTARY","PUBLIC","Y"
"3462","LINCOLN ELEMENTARY","PUBLIC","Y"
"3463","LOUIS MILANI ELEMENTARY","PUBLIC","Y"
"3464","NEWCASTLE CHARTER","PUBLIC","Y"
"3465","CREEKSIDE COOPERATIVE CHARTER","PUBLIC","Y"
"3466","HARVEST RIDGE COOPERATIVE CHARTER","PUBLIC","Y"
"3467","PICO CANYON ELEMENTARY","PUBLIC","Y"
"3468","DR. J. MICHAEL MCGRATH ELEMENTARY","PUBLIC","Y"
"3469","OAK HILLS ELEMENTARY","PUBLIC","Y"
"3470","NEWHALL ELEMENTARY","PUBLIC","Y"
"3471","PEACHLAND AVENUE ELEMENTARY","PUBLIC","Y"
"3472","WILEY CANYON ELEMENTARY","PUBLIC","Y"
"3473","OLD ORCHARD ELEMENTARY","PUBLIC","Y"
"3474","MEADOWS ELEMENTARY","PUBLIC","Y"
"3475","VALENCIA VALLEY ELEMENTARY","PUBLIC","Y"
"3476","STEVENSON RANCH ELEMENTARY","PUBLIC","Y"
"3477","HUNT ELEMENTARY","PUBLIC","Y"
"3478","HURD BARRINGTON ELEMENTARY","PUBLIC","Y"
"3479","BONITA ELEMENTARY","PUBLIC","Y"
"3480","VON RENNER ELEMENTARY","PUBLIC","Y"
"3481","ABRAHAM LINCOLN ELEMENTARY","PUBLIC","Y"
"3482","ADAMS ELEMENTARY","PUBLIC","Y"
"3483","CALIFORNIA ELEMENTARY","PUBLIC","Y"
"3484","COLLEGE PARK ELEMENTARY","PUBLIC","Y"
"3485","EVERETT A. REA ELEMENTARY","PUBLIC","Y"
"3486","HARBOR VIEW ELEMENTARY","PUBLIC","Y"
"3487","KILLYBROOKE ELEMENTARY","PUBLIC","Y"
"3488","MARINERS ELEMENTARY","PUBLIC","Y"
"3489","MAUDE B. DAVIS ELEMENTARY","PUBLIC","Y"
"3490","NEWPORT ELEMENTARY","PUBLIC","Y"
"3491","NEWPORT HEIGHTS ELEMENTARY","PUBLIC","Y"
"3492","PAULARINO ELEMENTARY","PUBLIC","Y"
"3493","POMONA ELEMENTARY","PUBLIC","Y"
"3494","SONORA ELEMENTARY","PUBLIC","Y"
"3495","VICTORIA ELEMENTARY","PUBLIC","Y"
"3496","WHITTIER ELEMENTARY","PUBLIC","Y"
"3497","WILSON ELEMENTARY","PUBLIC","Y"
"3498","EASTBLUFF ELEMENTARY","PUBLIC","Y"
"3499","ROY O. ANDERSEN ELEMENTARY","PUBLIC","Y"
"3500","WOODLAND ELEMENTARY","PUBLIC","Y"
"3501","NEWPORT COAST ELEMENTARY","PUBLIC","Y"
"3502","VETERANS ELEMENTARY","PUBLIC","Y"
"3503","NORRIS ELEMENTARY","PUBLIC","Y"
"3504","OLIVE DRIVE ELEMENTARY","PUBLIC","Y"
"3505","WILLIAM B. BIMAT ELEMENTARY","PUBLIC","Y"
"3506","SPRING GROVE ELEMENTARY","PUBLIC","Y"
"3507","NORTH COW CREEK ELEMENTARY","PUBLIC","Y"
"3508","CASTROVILLE ELEMENTARY","PUBLIC","Y"
"3509","ECHO VALLEY ELEMENTARY","PUBLIC","Y"
"3510","ELKHORN ELEMENTARY","PUBLIC","Y"
"3511","PRUNEDALE ELEMENTARY","PUBLIC","Y"
"3512","ANNA M. GLAZIER ELEMENTARY","PUBLIC","Y"
"3513","CESAR CHAVEZ ELEMENTARY","PUBLIC","Y"
"3514","D. D. JOHNSTON ELEMENTARY","PUBLIC","Y"
"3515","EASTWOOD ELEMENTARY","PUBLIC","Y"
"3516","LORETTA LAMPTON ELEMENTARY","PUBLIC","Y"
"3517","ESCALONA ELEMENTARY","PUBLIC","Y"
"3518","FOSTER ROAD ELEMENTARY","PUBLIC","Y"
"3519","GARDENHILL ELEMENTARY","PUBLIC","Y"
"3520","EARL E. EDMONDSON ELEMENTARY","PUBLIC","Y"
"3521","JOHN DOLLAND ELEMENTARY","PUBLIC","Y"
"3522","JOHN FOSTER DULLES ELEMENTARY","PUBLIC","Y"
"3523","JOHN H. NUFFER ELEMENTARY","PUBLIC","Y"
"3524","JULIA B. MORRISON ELEMENTARY","PUBLIC","Y"
"3525","LA PLUMA ELEMENTARY","PUBLIC","Y"
"3526","NEW RIVER ELEMENTARY","PUBLIC","Y"
"3527","ARTURO SANCHEZ ELEMENTARY","PUBLIC","Y"
"3528","THOMAS B. MOFFITT ELEMENTARY","PUBLIC","Y"
"3529","HAMILTON MEADOW PARK","PUBLIC","Y"
"3530","LOMA VERDE ELEMENTARY","PUBLIC","Y"
"3531","LU SUTTON ELEMENTARY","PUBLIC","Y"
"3532","LYNWOOD ELEMENTARY","PUBLIC","Y"
"3533","OLIVE ELEMENTARY","PUBLIC","Y"
"3534","PLEASANT VALLEY ELEMENTARY","PUBLIC","Y"
"3535","RANCHO ELEMENTARY","PUBLIC","Y"
"3536","SAN RAMON ELEMENTARY","PUBLIC","Y"
"3537","NOVATO CHARTER","PUBLIC","Y"
"3538","NUESTRO ELEMENTARY","PUBLIC","Y"
"3539","EXCEL PREP CHARTER - IE","PUBLIC","Y"
"3540","NUVIEW ELEMENTARY","PUBLIC","Y"
"3541","VALLEY VIEW ELEMENTARY","PUBLIC","Y"
"3542","ANDERSON (ALEX) ELEMENTARY","PUBLIC","Y"
"3543","CHRISTOPHER ELEMENTARY","PUBLIC","Y"
"3544","FROST (EARL) ELEMENTARY","PUBLIC","Y"
"3545","EDENVALE ELEMENTARY","PUBLIC","Y"
"3546","MINER (GEORGE) ELEMENTARY","PUBLIC","Y"
"3547","GLIDER ELEMENTARY","PUBLIC","Y"
"3548","STIPE (SAMUEL) ELEMENTARY","PUBLIC","Y"
"3549","SANTA TERESA ELEMENTARY","PUBLIC","Y"
"3550","SAKAMOTO ELEMENTARY","PUBLIC","Y"
"3551","DEL ROBLE ELEMENTARY","PUBLIC","Y"
"3552","OAK RIDGE ELEMENTARY","PUBLIC","Y"
"3553","PARKVIEW ELEMENTARY","PUBLIC","Y"
"3554","BALDWIN (JULIA) ELEMENTARY","PUBLIC","Y"
"3555","TAYLOR (BERTHA) ELEMENTARY","PUBLIC","Y"
"3556","HAYES ELEMENTARY","PUBLIC","Y"
"3557","LEDESMA (RITA) ELEMENTARY","PUBLIC","Y"
"3558","OAK GROVE ELEMENTARY","PUBLIC","Y"
"3559","BROOKSIDE ELEMENTARY","PUBLIC","Y"
"3560","OAK HILLS ELEMENTARY","PUBLIC","Y"
"3561","RED OAK ELEMENTARY","PUBLIC","Y"
"3562","OAK VALLEY ELEMENTARY","PUBLIC","Y"
"3563","OAK VIEW ELEMENTARY","PUBLIC","Y"
"3564","EAST OAKLAND LEADERSHIP ACADEMY","PUBLIC","Y"
"3565","THINK COLLEGE NOW","PUBLIC","Y"
"3566","ENCOMPASS ACADEMY ELEMENTARY","PUBLIC","Y"
"3567","ASPIRE MILLSMONT ACADEMY","PUBLIC","Y"
"3568","ASPIRE BERKLEY MAYNARD ACADEMY","PUBLIC","Y"
"3569","WORLD ACADEMY","PUBLIC","Y"
"3570","REACH ACADEMY","PUBLIC","Y"
"3571","MANZANITA SEED","PUBLIC","Y"
"3572","SANKOFA ACADEMY","PUBLIC","Y"
"3573","RISE COMMUNITY","PUBLIC","Y"
"3574","FRED T. KOREMATSU DISCOVERY ACADEMY","PUBLIC","Y"
"3575","AMERICAN INDIAN PUBLIC CHARTER SCHOOL II","PUBLIC","N"
"3576","CONSERVATORY OF VOCAL/INSTRUMENTAL ARTS","PUBLIC","Y"
"3577","COMMUNITY UNITED ELEMENTARY","PUBLIC","Y"
"3578","FUTURES ELEMENTARY","PUBLIC","Y"
"3579","GLOBAL FAMILY","PUBLIC","Y"
"3580","LEARNING WITHOUT LIMITS","PUBLIC","Y"
"3581","EAST OAKLAND PRIDE ELEMENTARY","PUBLIC","Y"
"3582","GREENLEAF ELEMENTARY","PUBLIC","Y"
"3583","ASPIRE ERES ACADEMY","PUBLIC","Y"
"3584","INFANT AND PRESCHOOL PROGRAM","PUBLIC","N"
"3585","HOME AND HOSPITAL PROGRAM","PUBLIC","N"
"3586","VINCENT ACADEMY","PUBLIC","Y"
"3587","100 BLACK MEN OF THE BAY AREA COMMUNITY","PUBLIC","N"
"3588","ASPIRE COLLEGE ACADEMY","PUBLIC","Y"
"3589","LIGHTHOUSE COMMUNITY CHARTER","PUBLIC","Y"
"3590","ALLENDALE ELEMENTARY","PUBLIC","Y"
"3591","CHABOT ELEMENTARY","PUBLIC","Y"
"3592","BELLA VISTA ELEMENTARY","PUBLIC","Y"
"3593","BROOKFIELD ELEMENTARY","PUBLIC","Y"
"3594","BURCKHALTER ELEMENTARY","PUBLIC","Y"
"3595","CARL B. MUNCK ELEMENTARY","PUBLIC","Y"
"3596","HOWARD ELEMENTARY","PUBLIC","Y"
"3597","CLEVELAND ELEMENTARY","PUBLIC","Y"
"3598","CROCKER HIGHLANDS ELEMENTARY","PUBLIC","Y"
"3599","EMERSON ELEMENTARY","PUBLIC","Y"
"3600","FRANKLIN ELEMENTARY","PUBLIC","Y"
"3601","FRUITVALE ELEMENTARY","PUBLIC","Y"
"3602","GARFIELD ELEMENTARY","PUBLIC","Y"
"3603","GLENVIEW ELEMENTARY","PUBLIC","Y"
"3604","GRASS VALLEY ELEMENTARY","PUBLIC","Y"
"3605","KAISER ELEMENTARY","PUBLIC","Y"
"3606","NEW HIGHLAND ACADEMY","PUBLIC","Y"
"3607","HILLCREST ELEMENTARY","PUBLIC","Y"
"3608","HORACE MANN ELEMENTARY","PUBLIC","Y"
"3609","JOAQUIN MILLER ELEMENTARY","PUBLIC","Y"
"3610","LAFAYETTE ELEMENTARY","PUBLIC","Y"
"3611","LAUREL ELEMENTARY","PUBLIC","Y"
"3612","LINCOLN ELEMENTARY","PUBLIC","Y"
"3613","MANZANITA COMMUNITY","PUBLIC","Y"
"3614","MARKHAM ELEMENTARY","PUBLIC","Y"
"3615","BRIDGES ACADEMY","PUBLIC","Y"
"3616","MONTCLAIR ELEMENTARY","PUBLIC","Y"
"3617","PARKER ELEMENTARY","PUBLIC","Y"
"3618","PERALTA ELEMENTARY","PUBLIC","Y"
"3619","PIEDMONT AVENUE ELEMENTARY","PUBLIC","Y"
"3620","PREPARATORY LITERARY ACADEMY OF CULTURAL EXCELLENCE","PUBLIC","Y"
"3621","REDWOOD HEIGHTS ELEMENTARY","PUBLIC","Y"
"3622","SEQUOIA ELEMENTARY","PUBLIC","Y"
"3623","MADISON PARK ACADEMY TK-5","PUBLIC","Y"
"3624","ESPERANZA ELEMENTARY","PUBLIC","Y"
"3625","THORNHILL ELEMENTARY","PUBLIC","Y"
"3626","ACORN WOODLAND ELEMENTARY","PUBLIC","Y"
"3627","HOOVER ELEMENTARY","PUBLIC","Y"
"3628","MARTIN LUTHER KING, JR. ELEMENTARY","PUBLIC","Y"
"3629","LA ESCUELITA ELEMENTARY","PUBLIC","Y"
"3630","INDEPENDENT STUDY, SOJOURNER TRUTH","PUBLIC","N"
"3631","REEMS (ERNESTINE C.) ACADEMY OF TECHNOLOGY AND ART","PUBLIC","N"
"3632","ASPIRE MONARCH ACADEMY","PUBLIC","Y"
"3633","NORTH OAKLAND COMMUNITY CHARTER","PUBLIC","Y"
"3634","ASCEND","PUBLIC","Y"
"3635","INTERNATIONAL COMMUNITY","PUBLIC","Y"
"3636","MELROSE LEADERSHIP ACADEMY","PUBLIC","Y"
"3637","IRON HOUSE ELEMENTARY","PUBLIC","Y"
"3638","OAKLEY ELEMENTARY","PUBLIC","Y"
"3639","GEHRINGER ELEMENTARY","PUBLIC","Y"
"3640","LAUREL ELEMENTARY","PUBLIC","Y"
"3641","VINTAGE PARKWAY ELEMENTARY","PUBLIC","Y"
"3642","CIRCLE VIEW ELEMENTARY","PUBLIC","Y"
"3643","COLLEGE VIEW ELEMENTARY","PUBLIC","Y"
"3644","HARBOUR VIEW ELEMENTARY","PUBLIC","Y"
"3645","HOPE VIEW ELEMENTARY","PUBLIC","Y"
"3646","LAKE VIEW ELEMENTARY","PUBLIC","Y"
"3647","OAK VIEW ELEMENTARY","PUBLIC","Y"
"3648","STAR VIEW ELEMENTARY","PUBLIC","Y"
"3649","SUN VIEW ELEMENTARY","PUBLIC","Y"
"3650","VILLAGE VIEW ELEMENTARY","PUBLIC","Y"
"3651","WESTMONT ELEMENTARY","PUBLIC","Y"
"3652","LAGUNA VISTA ELEMENTARY","PUBLIC","Y"
"3653","MAR VISTA ELEMENTARY","PUBLIC","Y"
"3654","TIERRA VISTA ELEMENTARY","PUBLIC","Y"
"3655","GOLDEN VIEW ELEMENTARY","PUBLIC","Y"
"3656","COASTAL ACADEMY","PUBLIC","Y"
"3657","LOUISE FOUSSAT ELEMENTARY","PUBLIC","Y"
"3658","LAUREL ELEMENTARY","PUBLIC","Y"
"3659","LIBBY ELEMENTARY","PUBLIC","Y"
"3660","MISSION ELEMENTARY","PUBLIC","Y"
"3661","NORTH TERRACE ELEMENTARY","PUBLIC","Y"
"3662","PALMQUIST ELEMENTARY","PUBLIC","Y"
"3663","SAN LUIS REY ELEMENTARY","PUBLIC","Y"
"3664","SANTA MARGARITA ELEMENTARY","PUBLIC","Y"
"3665","SOUTH OCEANSIDE ELEMENTARY","PUBLIC","Y"
"3666","E. G. GARRISON ELEMENTARY","PUBLIC","Y"
"3667","DEL RIO ELEMENTARY","PUBLIC","Y"
"3668","REYNOLDS ELEMENTARY","PUBLIC","Y"
"3669","CHRISTA MCAULIFFE ELEMENTARY","PUBLIC","Y"
"3670","IVEY RANCH ELEMENTARY","PUBLIC","Y"
"3671","STUART MESA ELEMENTARY","PUBLIC","Y"
"3672","NICHOLS ELEMENTARY","PUBLIC","Y"
"3673","MEINERS OAKS ELEMENTARY","PUBLIC","Y"
"3674","MIRA MONTE ELEMENTARY","PUBLIC","Y"
"3675","SAN ANTONIO ELEMENTARY","PUBLIC","Y"
"3676","SUMMIT ELEMENTARY","PUBLIC","N"
"3677","TOPA TOPA ELEMENTARY","PUBLIC","Y"
"3678","BERNARD ELDRIDGE","PUBLIC","Y"
"3679","LA TERCERA ELEMENTARY","PUBLIC","Y"
"3680","OLD ADOBE ELEMENTARY CHARTER","PUBLIC","Y"
"3681","MIWOK VALLEY LANGUAGE ACADEMY CHARTER","PUBLIC","Y"
"3682","SONOMA MOUNTAIN ELEMENTARY","PUBLIC","Y"
"3683","VISTA GRANDE ELEMENTARY","PUBLIC","Y"
"3684","MONTERA ELEMENTARY","PUBLIC","Y"
"3685","ARROYO ELEMENTARY","PUBLIC","Y"
"3686","BERLYN ELEMENTARY","PUBLIC","Y"
"3687","BON VIEW ELEMENTARY","PUBLIC","Y"
"3688","BUENA VISTA ARTS-INTEGRATED","PUBLIC","Y"
"3689","CENTRAL LANGUAGE ACADEMY","PUBLIC","Y"
"3690","CORONA ELEMENTARY","PUBLIC","Y"
"3691","RICHARD HAYNES ELEMENTARY","PUBLIC","Y"
"3692","DEL NORTE ELEMENTARY","PUBLIC","Y"
"3693","EDISON ELEMENTARY","PUBLIC","Y"
"3694","EL CAMINO ELEMENTARY","PUBLIC","Y"
"3695","ELDERBERRY ELEMENTARY","PUBLIC","Y"
"3696","EUCLID ELEMENTARY","PUBLIC","Y"
"3697","HAWTHORNE ELEMENTARY","PUBLIC","Y"
"3698","HOWARD ELEMENTARY","PUBLIC","Y"
"3699","KINGSLEY ELEMENTARY","PUBLIC","Y"
"3700","LEHIGH ELEMENTARY","PUBLIC","Y"
"3701","MARIPOSA ELEMENTARY","PUBLIC","Y"
"3702","MISSION ELEMENTARY","PUBLIC","Y"
"3703","MONTE VISTA ELEMENTARY","PUBLIC","Y"
"3704","MORENO ELEMENTARY","PUBLIC","Y"
"3705","RAMONA ELEMENTARY","PUBLIC","Y"
"3706","SULTANA ELEMENTARY","PUBLIC","Y"
"3707","VINEYARD ELEMENTARY","PUBLIC","Y"
"3708","LINCOLN ELEMENTARY","PUBLIC","Y"
"3709","CALIFORNIA VIRTUAL ACADEMY @ FRESNO","PUBLIC","Y"
"3710","ORANGE CENTER ELEMENTARY","PUBLIC","Y"
"3711","CALIFORNIA ELEMENTARY","PUBLIC","Y"
"3712","CAMBRIDGE ELEMENTARY","PUBLIC","Y"
"3713","CRESCENT ELEMENTARY","PUBLIC","Y"
"3714","ESPLANADE ELEMENTARY","PUBLIC","Y"
"3715","FAIRHAVEN ELEMENTARY","PUBLIC","Y"
"3716","FLETCHER ELEMENTARY","PUBLIC","Y"
"3717","HANDY ELEMENTARY","PUBLIC","Y"
"3718","JORDAN ELEMENTARY","PUBLIC","Y"
"3719","LAMPSON ELEMENTARY","PUBLIC","Y"
"3720","LA VETA ELEMENTARY","PUBLIC","Y"
"3721","OLIVE ELEMENTARY","PUBLIC","Y"
"3722","PALMYRA ELEMENTARY","PUBLIC","Y"
"3723","PANORAMA ELEMENTARY","PUBLIC","Y"
"3724","PROSPECT ELEMENTARY","PUBLIC","Y"
"3725","SERRANO ELEMENTARY","PUBLIC","Y"
"3726","SYCAMORE ELEMENTARY","PUBLIC","Y"
"3727","TAFT ELEMENTARY","PUBLIC","Y"
"3728","VILLA PARK ELEMENTARY","PUBLIC","Y"
"3729","WEST ORANGE ELEMENTARY","PUBLIC","Y"
"3730","MCPHERSON MAGNET","PUBLIC","Y"
"3731","LINDA VISTA ELEMENTARY","PUBLIC","Y"
"3732","NOHL CANYON ELEMENTARY","PUBLIC","Y"
"3733","IMPERIAL ELEMENTARY","PUBLIC","Y"
"3734","ANAHEIM HILLS ELEMENTARY","PUBLIC","Y"
"3735","CHAPMAN HILLS ELEMENTARY","PUBLIC","Y"
"3736","CANYON RIM ELEMENTARY","PUBLIC","Y"
"3737","RUNNING SPRINGS ELEMENTARY","PUBLIC","Y"
"3738","ORCHARD ELEMENTARY","PUBLIC","Y"
"3739","ORCUTT ACADEMY CHARTER","PUBLIC","Y"
"3740","OLGA L. REED ELEMENTARY","PUBLIC","Y"
"3741","ALICE SHAW ELEMENTARY","PUBLIC","Y"
"3742","RALPH DUNLAP ELEMENTARY","PUBLIC","Y"
"3743","JOE NIGHTINGALE ELEMENTARY","PUBLIC","Y"
"3744","PATTERSON ROAD ELEMENTARY","PUBLIC","Y"
"3745","PINE GROVE ELEMENTARY","PUBLIC","Y"
"3746","DEL REY ELEMENTARY","PUBLIC","Y"
"3747","GLORIETTA ELEMENTARY","PUBLIC","Y"
"3748","SLEEPY HOLLOW ELEMENTARY","PUBLIC","Y"
"3749","WAGNER RANCH ELEMENTARY","PUBLIC","Y"
"3750","MOJAVE RIVER ACADEMY","PUBLIC","N"
"3751","RIVERSIDE PREPARATORY","PUBLIC","Y"
"3752","ORO GRANDE ELEMENTARY","PUBLIC","Y"
"3753","BIRD STREET ELEMENTARY","PUBLIC","Y"
"3754","OAKDALE HEIGHTS ELEMENTARY","PUBLIC","Y"
"3755","OPHIR ELEMENTARY","PUBLIC","Y"
"3756","STANFORD AVENUE ELEMENTARY","PUBLIC","Y"
"3757","WYANDOTTE AVENUE ELEMENTARY","PUBLIC","Y"
"3758","THURGOOD MARSHALL ELEMENTARY","PUBLIC","Y"
"3759","JUAN LAGUNAS SORIA ELEMENTARY","PUBLIC","Y"
"3760","CURREN ELEMENTARY","PUBLIC","Y"
"3761","DRIFFILL ELEMENTARY","PUBLIC","Y"
"3762","ELM STREET ELEMENTARY","PUBLIC","Y"
"3763","HARRINGTON ELEMENTARY","PUBLIC","Y"
"3764","CESAR E. CHAVEZ ELEMENTARY","PUBLIC","Y"
"3765","KAMALA ELEMENTARY","PUBLIC","Y"
"3766","MARINA WEST ELEMENTARY","PUBLIC","Y"
"3767","MCKINNA ELEMENTARY","PUBLIC","Y"
"3768","RAMONA ELEMENTARY","PUBLIC","Y"
"3769","ROSE AVENUE ELEMENTARY","PUBLIC","Y"
"3770","SIERRA LINDA ELEMENTARY","PUBLIC","Y"
"3771","LEMONWOOD ELEMENTARY","PUBLIC","Y"
"3772","CHRISTA MCAULIFFE ELEMENTARY","PUBLIC","Y"
"3773","EMILIE RITCHEN ELEMENTARY","PUBLIC","Y"
"3774","NORMAN R. BREKKE ELEMENTARY","PUBLIC","Y"
"3775","CAMARILLO ACADEMY OF PROGRESSIVE EDUCATION","PUBLIC","Y"
"3776","PRAIRIE ELEMENTARY SCHOOL","PUBLIC","Y"
"3777","PACIFIC ELEMENTARY","PUBLIC","Y"
"3778","FOREST GROVE ELEMENTARY","PUBLIC","Y"
"3779","ROBERT DOWN ELEMENTARY","PUBLIC","Y"
"3780","PACIFIC UNION ELEMENTARY","PUBLIC","Y"
"3781","PACIFIC UNION ELEMENTARY","PUBLIC","Y"
"3782","RADCLIFF ELEMENTARY","PUBLIC","Y"
"3783","LANDMARK ELEMENTARY","PUBLIC","Y"
"3784","AMESTI ELEMENTARY","PUBLIC","Y"
"3785","BRADLEY ELEMENTARY","PUBLIC","Y"
"3786","CALABASAS ELEMENTARY","PUBLIC","Y"
"3787","FREEDOM ELEMENTARY","PUBLIC","Y"
"3788","H. A. HYDE ELEMENTARY","PUBLIC","Y"
"3789","HALL DISTRICT ELEMENTARY","PUBLIC","Y"
"3790","LINSCOTT CHARTER","PUBLIC","Y"
"3791","MAR VISTA ELEMENTARY","PUBLIC","Y"
"3792","MINTIE WHITE ELEMENTARY","PUBLIC","Y"
"3793","RIO DEL MAR ELEMENTARY","PUBLIC","Y"
"3794","T. S. MACQUIDDY ELEMENTARY","PUBLIC","Y"
"3795","VALENCIA ELEMENTARY","PUBLIC","Y"
"3796","ALIANZA CHARTER","PUBLIC","Y"
"3797","OHLONE ELEMENTARY","PUBLIC","Y"
"3798","STARLIGHT ELEMENTARY","PUBLIC","Y"
"3799","ANN SOLDO ELEMENTARY","PUBLIC","Y"
"3800","WATSONVILLE CHARTER SCHOOL OF THE ARTS","PUBLIC","Y"
"3801","HELEN M. WILCOX ELEMENTARY","PUBLIC","Y"
"3802","RIO VISTA ELEMENTARY","PUBLIC","Y"
"3803","CABOT YERXA ELEMENTARY","PUBLIC","Y"
"3804","AGUA CALIENTE ELEMENTARY","PUBLIC","Y"
"3805","CAHUILLA ELEMENTARY","PUBLIC","Y"
"3806","CATHEDRAL CITY ELEMENTARY","PUBLIC","Y"
"3807","CIELO VISTA CHARTER","PUBLIC","Y"
"3808","EDWARD L. WENZLAFF ELEMENTARY","PUBLIC","Y"
"3809","KATHERINE FINCHY ELEMENTARY","PUBLIC","Y"
"3810","RANCHO MIRAGE ELEMENTARY","PUBLIC","Y"
"3811","VISTA DEL MONTE ELEMENTARY","PUBLIC","Y"
"3812","JULIUS CORSINI ELEMENTARY","PUBLIC","Y"
"3813","DELLA S. LINDLEY ELEMENTARY","PUBLIC","Y"
"3814","LANDAU ELEMENTARY","PUBLIC","Y"
"3815","SUNNY SANDS ELEMENTARY","PUBLIC","Y"
"3816","BUBBLING WELLS ELEMENTARY","PUBLIC","Y"
"3817","TWO BUNCH PALMS ELEMENTARY","PUBLIC","Y"
"3818","ANTELOPE VALLEY LEARNING ACADEMY","PUBLIC","Y"
"3819","DOS CAMINOS","PUBLIC","Y"
"3820","OCOTILLO ELEMENTARY","PUBLIC","Y"
"3821","MANZANITA ELEMENTARY","PUBLIC","Y"
"3822","TUMBLEWEED ELEMENTARY","PUBLIC","Y"
"3823","YUCCA ELEMENTARY","PUBLIC","Y"
"3824","DESERT ROSE ELEMENTARY","PUBLIC","Y"
"3825","JOSHUA HILLS ELEMENTARY","PUBLIC","Y"
"3826","CHAPARRAL ELEMENTARY","PUBLIC","Y"
"3827","PALM TREE ELEMENTARY","PUBLIC","Y"
"3828","BUENA VISTA ELEMENTARY","PUBLIC","Y"
"3829","MESQUITE ELEMENTARY","PUBLIC","Y"
"3830","SUMMERWIND ELEMENTARY","PUBLIC","Y"
"3831","BARREL SPRINGS ELEMENTARY","PUBLIC","Y"
"3832","PALMDALE LEARNING PLAZA","PUBLIC","Y"
"3833","CIMARRON ELEMENTARY","PUBLIC","Y"
"3834","QUAIL VALLEY ELEMENTARY","PUBLIC","Y"
"3835","GOLDEN POPPY ELEMENTARY","PUBLIC","Y"
"3836","LOS AMIGOS","PUBLIC","Y"
"3837","GUIDANCE CHARTER","PUBLIC","Y"
"3838","ADDISON ELEMENTARY","PUBLIC","Y"
"3839","HERBERT HOOVER ELEMENTARY","PUBLIC","Y"
"3840","EL CARMELO ELEMENTARY","PUBLIC","Y"
"3841","OHLONE ELEMENTARY","PUBLIC","Y"
"3842","ESCONDIDO ELEMENTARY","PUBLIC","Y"
"3843","FAIRMEADOW ELEMENTARY","PUBLIC","Y"
"3844","DUVENECK ELEMENTARY","PUBLIC","Y"
"3845","GREENDELL","PUBLIC","Y"
"3846","JUANA BRIONES ELEMENTARY","PUBLIC","Y"
"3847","PALO VERDE ELEMENTARY","PUBLIC","Y"
"3848","WALTER HAYS ELEMENTARY","PUBLIC","Y"
"3849","LUCILLE M. NIXON ELEMENTARY","PUBLIC","Y"
"3850","BARRON PARK ELEMENTARY","PUBLIC","Y"
"3851","FELIX J APPLEBY ELEMENTARY","PUBLIC","Y"
"3852","MARGARET WHITE ELEMENTARY","PUBLIC","Y"
"3853","RUTH BROWN ELEMENTARY","PUBLIC","Y"
"3854","PALO VERDE ELEMENTARY","PUBLIC","Y"
"3855","LUNADA BAY ELEMENTARY","PUBLIC","Y"
"3856","MIRALESTE ELEMENTARY","PUBLIC","Y"
"3857","MONTEMALAGA ELEMENTARY","PUBLIC","Y"
"3858","CORNERSTONE AT PEDREGAL ELEMENTARY","PUBLIC","Y"
"3859","POINT VICENTE ELEMENTARY","PUBLIC","Y"
