"","name","pubpriv","reported"
"6860","ST. PAUL'S","PRIVATE","Y"
"6861","ST. PETER'S SCHOOL","PRIVATE","Y"
"6862","ST. PHILIP SCHOOL","PRIVATE","Y"
"6863","ST. STEPHEN SCHOOL","PRIVATE","Y"
"6864","ST. THOMAS MORE","PRIVATE","Y"
"6865","ST. THOMAS THE APOSTLE SCHOOL","PRIVATE","Y"
"6866","SAINT VINCENT DE PAUL","PRIVATE","Y"
"6867","STS. PETER AND PAUL ELEMENTARY","PRIVATE","Y"
"6868","SAN FRANCISCO ADVENTIST","PRIVATE","N"
"6869","SAN FRANCISCO SCHOOL, THE","PRIVATE","Y"
"6870","EPIPHANY ELEMENTARY","PRIVATE","Y"
"6871","STAR OF THE SEA SCHOOL","PRIVATE","Y"
"6872","STUART HALL FOR BOYS","PRIVATE","Y"
"6873","TOWN SCHOOL FOR BOYS","PRIVATE","Y"
"6874","WEST PORTAL LUTHERAN ELEMENTARY","PRIVATE","Y"
"6875","ZION LUTHERAN SCHOOL","PRIVATE","Y"
"6876","CATHEDRAL OF THE ANNUNCIATION SCHOOL","PRIVATE","Y"
"6877","CHRIST CHURCH DAY SCHOOL","PRIVATE","Y"
"6878","MISSION BAY MONTESSORI ACADEMY","PRIVATE","Y"
"6879","ST. JOHN'S EPISCOPAL ELEMENTARY","PRIVATE","Y"
"6880","ST. THERESE ACADEMY","PRIVATE","Y"
"6881","CONVENT OF THE SACRED HEART ELEMENTARY","PRIVATE","Y"
"6882","FRENCH AMERICAN INTERNATIONAL SCHOOL","PRIVATE","Y"
"6883","HOLY NAME ELEMENTARY","PRIVATE","Y"
"6884","KATHERINE DELMAR BURKE SCHOOL","PRIVATE","Y"
"6885","LIVE OAK SCHOOL","PRIVATE","Y"
"6886","ECOLE NOTRE DAME DES VICTOIRES","PRIVATE","Y"
"6887","ONE FIFTY PARKER AVENUE SCHOOL","PRIVATE","Y"
"6888","OUR LADY OF THE VISITACION ELEMENTARY","PRIVATE","Y"
"6889","SAINT ANNE SCHOOL","PRIVATE","Y"
"6890","ST. ANTHONY–IMMACULATE CONCEPTION","PRIVATE","Y"
"6891","ST. BRENDAN ELEMENTARY","PRIVATE","Y"
"6892","SAINT BRIGID SCHOOL","PRIVATE","Y"
"6893","ST. CECILIA ELEMENTARY","PRIVATE","Y"
"6894","ST. CHARLES ELEMENTARY","PRIVATE","Y"
"6895","MISSION DOLORES ACADEMY","PRIVATE","Y"
"6896","ST. FINN BARR","PRIVATE","Y"
"6897","ST. GABRIEL ELEMENTARY","PRIVATE","Y"
"6898","ST. JAMES SCHOOL","PRIVATE","Y"
"6899","ST. MICHAEL'S EPISCOPAL DAY SCHOOL","PRIVATE","Y"
"6900","SACRED HEART PARISH SCHOOL","PRIVATE","Y"
"6901","SACRED HEART PARISH","PRIVATE","Y"
"6902","SAINT MARY SCHOOL","PRIVATE","Y"
"6903","HOLY SPIRIT ELEMENTARY","PRIVATE","Y"
"6904","ST. BASIL'S","PRIVATE","Y"
"6905","ST. DOMINIC","PRIVATE","Y"
"6906","ST. VINCENT FERRER SCHOOL","PRIVATE","Y"
"6907","SAINT JEANNE DE LESTONNAC PRESCHOOL & KI","PRIVATE","N"
"6908","LOS ANGELES ADVENTIST ACADEMY","PRIVATE","Y"
"6909","MAIMONIDES ACADEMY","PRIVATE","Y"
"6910","MONTEBELLO CHRISTIAN","PRIVATE","Y"
"6911","MONTESSORI ACADEMY OF UPLAND","PRIVATE","N"
"6912","TURNING POINT SCHOOL","PRIVATE","Y"
"6913","ORALINGUA SCHOOL FOR THE HEARING IMPAIRED","PRIVATE","N"
"6914","PINECREST SCHOOLS–NORTHRIDGE","PRIVATE","Y"
"6915","PS1 PLURALISTIC SCHOOL","PRIVATE","Y"
"6916","POVERELLO OF ASSISI PRESCHOOL","PRIVATE","Y"
"6917","PRIMANTI MONTESSORI SCHOOL–WHITTIER","PRIVATE","Y"
"6918","ST. JAMES PARISH DAY SCHOOL","PRIVATE","Y"
"6919","ST. JAMES' EPISCOPAL SCHOOL","PRIVATE","Y"
"6920","DE LA SALLE","PRIVATE","Y"
"6921","ST. MARK'S ELEMENTARY","PRIVATE","Y"
"6922","ST. MARK'S LUTHERAN ELEMENTARY","PRIVATE","Y"
"6923","SAINT MARK'S SCHOOL","PRIVATE","Y"
"6924","ST. MATTHEW'S PARISH SCHOOL","PRIVATE","Y"
"6925","ST.T IMOTHY'S EPISCOPAL DAY SCHOOL","PRIVATE","N"
"6926","SALEM LUTHERAN SCHOOL","PRIVATE","Y"
"6927","SAN GABRIEL CHRISTIAN","PRIVATE","Y"
"6928","SAN GABRIEL MISSION ELEMENTARY","PRIVATE","N"
"6929","SONRISE CHRISTIAN","PRIVATE","Y"
"6930","SANTA FE SPRINGS CHRISTIAN SCHOOL","PRIVATE","Y"
"6931","SEQUOYAH SCHOOL","PRIVATE","Y"
"6932","SOUTH BAY JUNIOR ACADEMY","PRIVATE","N"
"6933","SOUTH HILLS ACADEMY","PRIVATE","N"
"6934","TRINITY CHRISTIAN","PRIVATE","Y"
"6935","CURTIS SCHOOL","PRIVATE","Y"
"6936","VIEWPOINT SCHOOL","PRIVATE","Y"
"6937","WALDEN SCHOOL","PRIVATE","Y"
"6938","WESTLAND SCHOOL, THE","PRIVATE","Y"
"6939","WILMINGTON CHRISTIAN SCHOOL","PRIVATE","Y"
"6940","PENINSULA HERITAGE SCHOOL","PRIVATE","Y"
"6941","KADIMA DAY SCHOOL","PRIVATE","Y"
"6942","IVY CREST MONTESSORI PRIVATE SCHOOL","PRIVATE","Y"
"6943","PINECREST SCHOOLS - WOODLAND HILLS","PRIVATE","Y"
"6944","HARKER SCHOOL, THE","PRIVATE","Y"
"6945","ST. EUGENE CATHEDRAL SCHOOL","PRIVATE","Y"
"6946","ST. VINCENT DE PAUL ELEMENTARY SCHOOL","PRIVATE","Y"
"6947","RINCON VALLEY CHRISTIAN","PRIVATE","Y"
"6948","OUR LADY OF FATIMA","PRIVATE","Y"
"6949","SACRED HEART ELEMENTARY","PRIVATE","Y"
"6950","TURLOCK CHRISTIAN ELEMENTARY","PRIVATE","Y"
"6951","ST. ISIDORE CATHOLIC SCHOOL","PRIVATE","Y"
"6952","SACRED HEART PARISH","PRIVATE","Y"
"6953","GEORGE MCCANN","PRIVATE","Y"
"6954","ST. ALOYSIUS","PRIVATE","Y"
"6955","ST. ANNE","PRIVATE","Y"
"6956","ST. PAUL'S SCHOOL","PRIVATE","Y"
"6957","ABC LITTLE SCHOOL","PRIVATE","Y"
"6958","ASCENSION LUTHERAN","PRIVATE","Y"
"6959","CARDEN CONEJO SCHOOL","PRIVATE","Y"
"6960","CONEJO ADVENTIST ELEMENTARY SCHOOL","PRIVATE","Y"
"6961","HUENEME CHRISTIAN SCHOOL","PRIVATE","Y"
"6962","LINDA VISTA ADVENTIST ELEMENTARY SCHOOL","PRIVATE","Y"
"6963","MONICA ROS SCHOOL","PRIVATE","Y"
"6964","OUR LADY OF THE ASSUMPTION","PRIVATE","Y"
"6965","ST. ANTHONY'S ELEMENTARY","PRIVATE","Y"
"6966","ST. PATRICK'S EPISCOPAL DAY SCHOOL","PRIVATE","Y"
"6967","HOLY ROSARY PARISH","PRIVATE","N"
"6968","OUR LADY OF GRACE","PRIVATE","Y"
"6969","ST. JAMES ELEMENTARY","PRIVATE","N"
"6970","REFORMATION LUTHERAN","PRIVATE","Y"
"6971","NEW AVENUE SCHOOL","PRIVATE","N"
"6972","CANOGA PARK PRESCHOOL AND KINDERGARTEN","PRIVATE","Y"
"6973","GLENDALE MONTESSORI SCHOOL","PRIVATE","N"
"6974","HOLLYWOOD SCHOOLHOUSE","PRIVATE","Y"
"6975","KIRK O' THE VALLEY SCHOOL","PRIVATE","Y"
"6976","MUSIC BOX PRE-SCHOOL AND KINDERGARTEN","PRIVATE","Y"
"6977","ABRAHAM JOSHUA HESCHEL DAY SCHOOL","PRIVATE","Y"
"6978","PARKHILL SCHOOL","PRIVATE","N"
"6979","TRI-CITY CHRISTIAN SCHOOLS","PRIVATE","Y"
"6980","YGNACIO VALLEY CHRISTIAN","PRIVATE","Y"
"6981","HERITAGE ACADEMY","PRIVATE","Y"
"6982","SANTA CLARA NURSERY SCHOOL","PRIVATE","Y"
"6983","SOUTH PENINSULA HEBREW DAY SCHOOL","PRIVATE","Y"
"6984","FRANCIS PARKER SCHOOL","PRIVATE","Y"
"6985","GATEWAY SCHOOL","PRIVATE","Y"
"6986","GREEN VALLEY CHRISTIAN SCHOOL","PRIVATE","Y"
"6987","MARY LAW PRIVATE SCHOOL","PRIVATE","Y"
"6988","GILLISPIE SCHOOL, THE","PRIVATE","Y"
"6989","THE CENTER FOR EARLY EDUCATION","PRIVATE","Y"
"6990","CYPRESS MONTESSORI ACADEMY","PRIVATE","Y"
"6991","SHORELINE CHRISTIAN SCHOOL","PRIVATE","Y"
"6992","HERITAGE OAK PRIVATE ELEMENTARY","PRIVATE","Y"
"6993","RIVERSIDE MONTESSORI ACADEMY","PRIVATE","Y"
"6994","MOUNT ST. MARY'S ACADEMY","PRIVATE","Y"
"6995","MARIN WALDORF SCHOOL","PRIVATE","Y"
"6996","WOODLAND HILLS PRIVATE SCHOOL","PRIVATE","Y"
"6997","WESTCHESTER LUTHERAN SCHOOL","PRIVATE","Y"
"6998","WILSHIRE PRIVATE SCHOOL","PRIVATE","N"
"6999","BLACK PINE CIRCLE SCHOOL","PRIVATE","Y"
"7000","CALVARY TEMPLE CHRISTIAN SCHOOL","PRIVATE","Y"
"7001","CRESTVIEW PREPARATORY SCHOOL","PRIVATE","Y"
"7002","GARDENA CHRISTIAN ACADEMY","PRIVATE","Y"
"7003","VALLEY PRESBYTERIAN ELEMENTARY","PRIVATE","Y"
"7004","HIGHLANDS CHRISTIAN SCHOOLS","PRIVATE","Y"
"7005","MONTESSORI CENTER SCHOOL","PRIVATE","Y"
"7006","WARREN-WALKER, INC.","PRIVATE","Y"
"7007","OLD ORCHARD SCHOOL","PRIVATE","Y"
"7008","CALVARY CHAPEL HIGH / MARANATHA CHRISTIAN","PRIVATE","Y"
"7009","BELL GARDENS CHRISTIAN ELEMENTARY","PRIVATE","Y"
"7010","BUSY BEES WONDERLAND, INC.","PRIVATE","N"
"7011","MONTESSORI CHILDREN'S ACADEMY","PRIVATE","N"
"7012","PINECREST SCHOOLS – VALENCIA","PRIVATE","Y"
"7013","CARDEN ACADEMY OF ALMADEN","PRIVATE","Y"
"7014","SANTA FE MONTESSORI SCHOOL","PRIVATE","Y"
"7015","MONTESSORI SCHOOL OF MANHATTAN BEACH","PRIVATE","Y"
"7016","THE CHILDREN'S SCHOOL","PRIVATE","Y"
"7017","CHILDREN'S COMMUNITY SCHOOL","PRIVATE","Y"
"7018","LOS ALTOS BRETHREN SCHOOL","PRIVATE","Y"
"7019","MONTESSORI GREENHOUSE SCHOOLS, LLC","PRIVATE","Y"
"7020","THE WALDORF SCHOOL OF MENDOCINO COUNTY","PRIVATE","Y"
"7021","NOTRE DAME","PRIVATE","Y"
"7022","PAGE PRIVATE-GARDEN GROVE","PRIVATE","Y"
"7023","PLAYHOUSE","PRIVATE","Y"
"7024","SAINT VINCENT'S DAY HOME, INC.","PRIVATE","Y"
"7025","SUMMERFIELD WALDORF SCHOOL AND FARM","PRIVATE","Y"
"7026","WALDEN CENTER AND SCHOOL","PRIVATE","Y"
"7027","WILDWOOD SCHOOL","PRIVATE","Y"
"7028","CHRISTIAN CENTER","PRIVATE","N"
"7029","ECHO CENTER","PRIVATE","N"
"7030","TEMPLE EMANUEL ACADEMY DAY SCHOOL","PRIVATE","N"
"7031","REDWOOD DAY SCHOOL","PRIVATE","Y"
"7032","OUR SAVIOR LUTHERAN","PRIVATE","Y"
"7033","CONCORDIA SCHOOL, THE","PRIVATE","Y"
"7034","LONGVIEW MENNONITE SCHOOL","PRIVATE","N"
"7035","MARIA MONTESSORI ELEMENTARY","PRIVATE","Y"
"7036","CANTERBURY CHRISTIAN SCHOOL","PRIVATE","Y"
"7037","VACAVILLE CHRISTIAN SCHOOLS","PRIVATE","Y"
"7038","BETHANY CHRISTIAN SCHOOL","PRIVATE","Y"
"7039","OAK GROVE","PRIVATE","Y"
"7040","WOODLAND MONTESSORI SCHOOL","PRIVATE","Y"
"7041","WOODLAND CHRISTIAN SCHOOLS","PRIVATE","Y"
"7042","DONNA RO","PRIVATE","Y"
"7043","FIRST LUTHERAN SCHOOL","PRIVATE","Y"
"7044","FIRST PRESBYTERIAN CHURCH OF GRANADA HILL","PRIVATE","Y"
"7045","KIRKWOOD CHRISTIAN SCHOOLS","PRIVATE","Y"
"7046","ORANGE COUNTY CHRISTIAN SCHOOL","PRIVATE","Y"
"7047","SUNFLOWER PRESCHOOL & KINDERGARTEN","PRIVATE","Y"
"7048","CALVARY CHRISTIAN","PRIVATE","Y"
"7049","GOODEN SCHOOL, THE","PRIVATE","Y"
"7050","FAIRMONT PRIVATE SCHOOL ANAHEIM HILLS CA","PRIVATE","Y"
"7051","HAMLIN, THE","PRIVATE","Y"
"7052","ASSISTANCE LEAGUE SCHOOL","PRIVATE","Y"
"7053","PRIMARY PLUS ELEMENTARY SCHOOL","PRIVATE","Y"
"7054","CANTERBURY ELEMENTARY","PRIVATE","Y"
"7055","CONCORD CHRISTIAN SCHOOLS","PRIVATE","Y"
"7056","MEHER SCHOOLS, THE","PRIVATE","Y"
"7057","FAIRMONT PRIVATE SCHOOL OF FRESNO","PRIVATE","Y"
"7058","INSTILLING GOODNESS ELEMENTARY","PRIVATE","Y"
"7059","PARK DAY","PRIVATE","Y"
"7060","HERITAGE CHRISTIAN SCHOOL","PRIVATE","Y"
"7061","AGBU MANOOGIAN–DEMIRDJIAN","PRIVATE","Y"
"7062","ABIDING SAVIOR LUTHERAN SCHOOL","PRIVATE","Y"
"7063","EASTSIDE CHRISTIAN","PRIVATE","Y"
"7064","MONTESSORI IN REDLANDS","PRIVATE","Y"
"7065","MONTESSORI CHILDREN'S","PRIVATE","Y"
"7066","NORTH COUNTY CHRISTIAN","PRIVATE","Y"
"7067","ALPHA BEACON CHRISTIAN","PRIVATE","Y"
"7068","MILPITAS CHRISTIAN","PRIVATE","Y"
"7069","INDEPENDENCE CHRISTIAN SCHOOL","PRIVATE","Y"
"7070","ROSEMEAD EDUCATION CENTER","PRIVATE","N"
"7071","UNITED CHRISTIAN SCHOOLS","PRIVATE","Y"
"7072","MONTESSORI EDUCATION CENTER","PRIVATE","Y"
"7073","MERRYHILL SIERRA GARDENS ELEMENTARY","PRIVATE","Y"
"7074","LEA'S CHRISTIAN","PRIVATE","Y"
"7075","WHITTIER CHRISTIAN SCHOOL - MAYBROOK","PRIVATE","Y"
"7076","COVENANT CHRISTIAN","PRIVATE","Y"
"7077","THE PEGASUS SCHOOL","PRIVATE","Y"
"7078","MERRYHILL MILLCREEK ELEMENTARY SCHOOL","PRIVATE","Y"
"7079","ST. PETER AND ST. PAUL SCHOOL","PRIVATE","Y"
"7080","MT. ERIE CHRISTIAN ACADEMY","PRIVATE","Y"
"7081","SCHOLARS ACADEMY","PRIVATE","Y"
"7082","MONTESSORI CHILDREN'S HOUSE","PRIVATE","Y"
"7083","NEW LIFE CHRISTIAN ACADEMY","PRIVATE","Y"
"7084","MONTESSORI CHILDREN'S HOUSE OF SHADY OAKS","PRIVATE","Y"
"7085","ST. CATHERINE OF SIENA SCHOOL","PRIVATE","Y"
"7086","DESERT CHAPEL CHRISTIAN","PRIVATE","Y"
"7087","TULARE CHRISTIAN SCJP;;","PRIVATE","Y"
"7088","ST. RAYMOND","PRIVATE","Y"
"7089","PLUMAS CHRISTIAN SCHOOL","PRIVATE","Y"
"7090","ARI GUIRAGOS MINASSIAN ARMENIAN","PRIVATE","Y"
"7091","MONTESSORI SCHOOL OF CORONA","PRIVATE","Y"
"7092","BEECHWOOD SCHOOL","PRIVATE","Y"
"7093","RONALD C. WORNICK JEWISH DAY SCHOOL","PRIVATE","Y"
"7094","VALOR CHRISTIAN ACADEMY","PRIVATE","Y"
"7095","HOLY FAMILY SCHOOL","PRIVATE","Y"
"7096","RISE INSTITUTE","PRIVATE","N"
"7097","SOUTHPOINTE CHRISTIAN SCHOOL","PRIVATE","Y"
"7098","MERRYHILL SCHOOL","PRIVATE","Y"
"7099","CHINESE AMERICAN INTERNATIONAL SCHOOL","PRIVATE","Y"
"7100","TEMPLE ISRAEL OF HOLLYWOOD DAY","PRIVATE","Y"
"7101","NOTRE DAME SCHOOL","PRIVATE","Y"
"7102","BURBANK MONTESSORI ACADEMY","PRIVATE","N"
"7103","CREATIVE CORNERS","PRIVATE","Y"
"7104","TOLUCA CROSSROADS SCHOOL","PRIVATE","N"
"7105","COMMUNITY CHRISTIAN SCHOOL","PRIVATE","Y"
"7106","OAKS, THE","PRIVATE","Y"
"7107","WESTSIDE CHRISTIAN","PRIVATE","Y"
"7108","LILY'S GARDEN PRESCHOOL AND KINDERGARTEN","PRIVATE","Y"
"7109","OUR SAVIOR'S LUTHERAN ELEMENTARY","PRIVATE","Y"
"7110","CLEOPHAS OLIVER LEARNING ACADEMY","PRIVATE","Y"
"7111","APOSTLES LUTHERAN","PRIVATE","Y"
"7112","ST. JOHN THE BAPTIST CATHOLIC","PRIVATE","Y"
"7113","MANHATTAN ACADEMY","PRIVATE","Y"
"7114","BONITA COUNTRY DAY SCHOOL","PRIVATE","Y"
"7115","CALVARY CHRISTIAN ACADEMY","PRIVATE","Y"
"7116","CHICO OAKS ADVENTIST SCHOOL","PRIVATE","Y"
"7117","FIRST BAPTIST CHURCH SCHOOL","PRIVATE","Y"
"7118","DAVIS WALDORF SCHOOL","PRIVATE","Y"
"7119","FOOTHILL CHRISTIAN","PRIVATE","Y"
"7120","LYCEE FRANCAIS DE SAN FRANCISCO","PRIVATE","Y"
"7121","FAITH ACADEMY","PRIVATE","Y"
"7122","MARINERS CHRISTIAN","PRIVATE","Y"
"7123","ST. JOHN'S EPISCOPAL","PRIVATE","Y"
"7124","WALDORF SCHOOL OF ORANGE COUNTY","PRIVATE","Y"
"7125","CHILDREN'S HOUSE MONTESSORI","PRIVATE","Y"
"7126","UNIVERSITY MONTESSORI OF IRVINE","PRIVATE","Y"
"7127","EUREKA LEARNING CENTER","PRIVATE","Y"
"7128","GERMAN-AMERICAN INTERNATIONAL SCHOOL","PRIVATE","Y"
"7129","BETHEL CHRISTIAN SCHOOL","PRIVATE","Y"
"7130","FAIR OAKS ACADEMY","PRIVATE","N"
"7131","STAR CHRISTIAN","PRIVATE","Y"
"7132","WESTSIDE WALDORF SCHOOL","PRIVATE","Y"
"7133","INGLEWOOD VILLAGE CHILDCARE, INC","PRIVATE","N"
"7134","NEW HORIZONS","PRIVATE","Y"
"7135","MEHER MONTESSORI SCHOOL","PRIVATE","Y"
"7136","NEW HORIZON SCHOOL–LOS ANGELES","PRIVATE","Y"
"7137","ENCINITAS COUNTRY DAY SCHOOL","PRIVATE","Y"
"7138","SAN DIEGO FRENCH–AMERICAN SCHOOL","PRIVATE","Y"
"7139","MONTROSE CHRISTIAN MONTESSORI SCHOOL","PRIVATE","Y"
"7140","HERITAGE CHRISTIAN SCHOOL OF SAN DIEGO","PRIVATE","Y"
"7141","LYCEE INTERNATIONAL DE LOS ANGELES - OC","PRIVATE","Y"
"7142","ANNELIESE'S SCHOOLS, INC.","PRIVATE","Y"
"7143","ANNELIESE'S SCHOOL","PRIVATE","Y"
"7144","LINDEN CENTER SCHOOL","PRIVATE","N"
"7145","NORTHERN LIGHT SCHOOL","PRIVATE","Y"
"7146","VAN AVERY PREP","PRIVATE","Y"
"7147","CHALLENGER-ARDENWOOD","PRIVATE","Y"
"7148","ST. SEBASTIAN","PRIVATE","Y"
"7149","KIDS' CONNECTION","PRIVATE","Y"
"7150","SIERRA WALDORF","PRIVATE","Y"
"7151","VINEYARD CHRISTIAN SCHOOL","PRIVATE","Y"
"7152","TRINITY PACIFIC CHRISTIAN SCHOOL","PRIVATE","Y"
"7153","MONTESSORI SCHOOL OF MANHATTAN BEACH #2","PRIVATE","Y"
"7154","DELPHI ACADEMY OF CAMPBELL","PRIVATE","Y"
"7155","TORAT HAYIM HEBREW ACADEMY","PRIVATE","N"
"7156","THE SANTA YNEZ VALLEY FAMILY SCHOOL","PRIVATE","Y"
"7157","MILLS MONTESSORI","PRIVATE","Y"
"7158","CALVARY CHRISTIAN","PRIVATE","Y"
"7159","ARMENIAN SISTERS ACADEMY OF LOS ANGELES","PRIVATE","Y"
"7160","ARBORLAND MONTESSORI","PRIVATE","Y"
"7161","LANCASTER BAPTIST SCHOOL","PRIVATE","Y"
"7162","HARRIET TUBMAN","PRIVATE","N"
"7163","PINECREST SCHOOLS –CANYON COUNTRY","PRIVATE","Y"
"7164","PINECREST SCHOOLS - LANCASTER","PRIVATE","Y"
"7165","ST. PETER THE APOSTLE CATHOLIC SCHOOL","PRIVATE","Y"
"7166","CAMELLIA WALDORF","PRIVATE","Y"
"7167","DISCOVERY WORLD MONTESSORI","PRIVATE","Y"
"7168","WESTPARK MONTESSORI SCHOOL OF IRVINE","PRIVATE","Y"
"7169","COUNTRY CHRISTIAN SCHOOL, INC.","PRIVATE","Y"
"7170","AURORA SCHOOL","PRIVATE","Y"
"7171","MONTESSORI ACADEMY OF CHINO","PRIVATE","Y"
"7172","PHOENIX RANCH SCHOOL","PRIVATE","Y"
"7173","GRAND LAKE MONTESSORI","PRIVATE","Y"
"7174","GIDEON HAUSNER JEWISH DAY SCHOOL","PRIVATE","Y"
"7175","LYCEE INTERNATIONAL DE LOS ANGELES - PAS","PRIVATE","Y"
"7176","CALVARY CHRISTIAN SCHOOL","PRIVATE","Y"
"7177","CONGREGATION EMANU EL CLARE CHERRY SCHOOL","PRIVATE","N"
"7178","COUNTRY MONTESSORI SCHOOL OF POWAY","PRIVATE","Y"
"7179","PRINCIPLED ACADEMY, THE","PRIVATE","Y"
"7180","MOLOKAN ELEMENTARY SCHOOL","PRIVATE","Y"
"7181","GOLDEN HILLS CHRISTIAN SCHOOL","PRIVATE","Y"
"7182","HOLY MARTYRS ARMENIAN ELEMENTARY","PRIVATE","Y"
"7183","COMMUNION CHRISTIAN ACADEMY","PRIVATE","N"
"7184","UNITED CHRISTIAN EDUCATION CENTER","PRIVATE","Y"
"7185","VALLEY CHRISTIAN ACADEMY","PRIVATE","Y"
"7186","WONDERLAND ANGELS EARLY LEARNING CENTER","PRIVATE","N"
"7187","NEW HORIZON SCHOOL PASADENA","PRIVATE","Y"
"7188","KID JUNCTION","PRIVATE","N"
"7189","KIDS' WORLD SCHOOL, INC.","PRIVATE","N"
"7190","CASA DI MIR MONTESSORI ELEMENTARY","PRIVATE","Y"
"7191","LEROY HAYNES EDUCATIONAL CENTER","PRIVATE","N"
"7192","BROADOAKS SCHOOL OF WHITTIER COLLEGE","PRIVATE","Y"
"7193","NEIGHBORHOOD CHRISTIAN SCHOOL","PRIVATE","Y"
"7194","MONTESSORI ON THE LAKE","PRIVATE","Y"
"7195","ST. PAUL LUTHERAN","PRIVATE","N"
"7196","CEDAR SPRINGS WALDORF SCHOOL","PRIVATE","Y"
"7197","REDDING CHRISTIAN SCHOOL","PRIVATE","Y"
"7198","GIANT STEPS CHILDREN'S CENTER","PRIVATE","Y"
"7199","SPECTRUM CENTER, INC.–TARA HILLS","PRIVATE","N"
"7200","ST. MARY'S ARMENIAN CHURCH TUFENKIAN","PRIVATE","Y"
"7201","PLEASANT VALLEY CHRISTIAN","PRIVATE","Y"
"7202","LAUREL SPRINGS","PRIVATE","N"
"7203","EL MONTECITO SCHOOL","PRIVATE","Y"
"7204","PACIFIC BAPTIST","PRIVATE","Y"
"7205","LEARNING CASTLE, INC. (AKA LA CANADA PREPARATORY)","PRIVATE","Y"
"7206","CORNERSTONE CHRISTIAN SCHOOL","PRIVATE","Y"
"7207","ST. ANNE SCHOOL","PRIVATE","Y"
"7208","ONEONTA MONTESSORI","PRIVATE","Y"
"7209","OAKLAND HEBREW DAY","PRIVATE","Y"
"7210","WALDORF SCHOOL OF SAN DIEGO","PRIVATE","Y"
"7211","LYCEE INTERNATIONAL DE LOS ANGELES - LF","PRIVATE","Y"
"7212","BETHANY LUTHERAN","PRIVATE","Y"
"7213","CHEDER OF LOS ANGELES","PRIVATE","Y"
"7214","NEWPORT AVENUE PRESCHOOL AND KINDERGARTEN","PRIVATE","Y"
"7215","ACTS CHRISTIAN ACADEMY","PRIVATE","Y"
"7216","ST. PETER'S LUTHERAN","PRIVATE","Y"
"7217","AMERICAN MONTESSORI PRESCHOOL AND ELEMENTARY","PRIVATE","Y"
"7218","FRENCH AMERICAN SCHOOL OF SILICON VALLEY","PRIVATE","Y"
"7219","CHALLENGER - SUNNYVALE","PRIVATE","Y"
"7220","CALVARY CHAPEL ANAHEIM","PRIVATE","Y"
"7221","CALVARY MURRIETA CHRISTIAN SCHOOLS","PRIVATE","Y"
"7222","GROWING LIGHT MONTESSORI","PRIVATE","Y"
"7223","GRANITE BAY MONTESSORI","PRIVATE","Y"
"7224","G.H.S. ACADEMY","PRIVATE","Y"
"7225","WESTERLY SCHOOL OF LONG BEACH","PRIVATE","Y"
"7226","NISHIYAMATO ACADEMY","PRIVATE","Y"
"7227","FIRST UNITED METHODIST CHURCH/GLENOAKS ELEMENTARY SCHOOL","PRIVATE","N"
"7228","MISSION VIEJO CHRISTIAN KINDERGARTEN-PRESCHOOL","PRIVATE","Y"
"7229","CHEDER MENACHEM","PRIVATE","Y"
"7230","FILLMORE CHRISTIAN ACADEMY","PRIVATE","Y"
"7231","AL-FALAQ / ME'RAJ ACADEMY","PRIVATE","Y"
"7232","WEST VALLEY CHRISTIAN SCHOOL","PRIVATE","Y"
"7233","GRANADA ISLAMIC","PRIVATE","Y"
"7234","LIFE TRAINING ACADEMY","PRIVATE","Y"
"7235","HERITAGE MONTESSORI SCHOOL","PRIVATE","Y"
"7236","NEW LIFE CHRISTIAN","PRIVATE","Y"
"7237","BEVERLY CHRISTIAN ACADEMY, INC.","PRIVATE","Y"
"7238","JOSHUA SPRINGS CHRISTIAN SCHOOL","PRIVATE","Y"
"7239","BRADSHAW CHRISTIAN","PRIVATE","Y"
"7240","CALVARY CHAPEL CHRISTIAN","PRIVATE","Y"
"7241","JENNY HART EARLY EDUCATION CENTER","PRIVATE","Y"
"7242","ST. MARY'S SCHOOL","PRIVATE","Y"
"7243","KING'S SCHOOLS OF THE DESERT","PRIVATE","Y"
"7244","KERMAN CHRISTIAN SCHOOL","PRIVATE","Y"
"7245","WEST BAY CHRISTIAN ACADEMY","PRIVATE","N"
"7246","THE PHOENIX SCHOOL","PRIVATE","Y"
"7247","THE WILLOWS COMMUNITY SCHOOL","PRIVATE","Y"
"7248","SOVEREIGN GRACE ACADEMY","PRIVATE","N"
"7249","LAGUNA NIGUEL MONTESSORI CENTER","PRIVATE","Y"
"7250","SAINT THERESA","PRIVATE","Y"
"7251","ILAN RAMON DAY SCHOOL","PRIVATE","Y"
"7252","BAIS CHAYA MUSHKA CHABAD","PRIVATE","N"
"7253","UNION CITY CHRISTIAN SCHOOL","PRIVATE","Y"
"7254","LEGACY CHRISTIAN ACADEMY","PRIVATE","N"
"7255","SERRA CATHOLIC ELEMENTARY","PRIVATE","Y"
"7256","PLAY MOUNTAIN PLACE","PRIVATE","N"
"7257","PACIFIC COAST CHRISTIAN ACADEMY","PRIVATE","Y"
"7258","LOVING SAVIOR LUTHERAN SCHOOL","PRIVATE","Y"
"7259","GOOD SHEPHERD LUTHERAN","PRIVATE","Y"
"7260","KING'S CHRISTIAN SCHOOL","PRIVATE","N"
"7261","BETHEL CHRISTIAN ACADEMY","PRIVATE","N"
"7262","COMMUNITY CHRISTIAN SCHOOLS","PRIVATE","Y"
